exp_name,srx,srr
RD7_seq1_RPE1_mRNA_16_4_S184_L004,SRX15542435,SRR19489769
RD7_seq1_RPE1_mRNA_16_3_S128_L003,SRX15542436,SRR19489768
RD7_seq1_RPE1_mRNA_16_1_S16_L004,SRX15542437,SRR19489767
KD8_seq1_p3_sgRNA_89_S90_L003,SRX15542438,SRR19489766
RD7_seq1_RPE1_sgRNA_16_1_S44_L001,SRX15542439,SRR19489765
RD7_seq1_RPE1_mRNA_16_3_S128_L002,SRX15542440,SRR19489764
RD7_seq1_RPE1_mRNA_16_2_S72_L001,SRX15542441,SRR19489763
RD7_seq1_RPE1_mRNA_16_2_S72_L002,SRX15542442,SRR19489762
RD7_seq1_RPE1_mRNA_19_3_S131_L004,SRX15542443,SRR19489761
RD7_seq1_RPE1_mRNA_19_2_S75_L001,SRX15542444,SRR19489760
RD7_seq1_RPE1_mRNA_19_1_S19_L002,SRX15542445,SRR19489759
RD7_seq1_RPE1_mRNA_19_4_S187_L002,SRX15542446,SRR19489758
RD7_seq1_RPE1_mRNA_19_1_S19_L003,SRX15542447,SRR19489757
RD7_seq1_RPE1_mRNA_19_4_S187_L004,SRX15542448,SRR19489756
RD7_seq1_RPE1_mRNA_19_3_S131_L003,SRX15542449,SRR19489755
RD7_seq1_RPE1_mRNA_19_3_S131_L002,SRX15542450,SRR19489754
RD7_seq1_RPE1_mRNA_19_1_S19_L004,SRX15542451,SRR19489753
RD7_seq1_RPE1_mRNA_19_2_S75_L004,SRX15542452,SRR19489752
KD8_seq1_p3_mRNA_90_S91_L001,SRX15542453,SRR19489751
RD7_seq1_RPE1_mRNA_19_3_S131_L001,SRX15542454,SRR19489750
RD7_seq1_RPE1_sgRNA_19_1_S47_L004,SRX15542455,SRR19489749
RD7_seq1_RPE1_sgRNA_19_2_S103_L004,SRX15542456,SRR19489748
RD7_seq1_RPE1_sgRNA_18_1_S46_L001,SRX15542457,SRR19489747
RD7_seq1_RPE1_mRNA_19_2_S75_L003,SRX15542458,SRR19489746
RD7_seq1_RPE1_mRNA_19_4_S187_L001,SRX15542459,SRR19489745
RD7_seq1_RPE1_mRNA_19_1_S19_L001,SRX15542460,SRR19489744
RD7_seq1_RPE1_sgRNA_19_3_S159_L001,SRX15542461,SRR19489743
RD7_seq1_RPE1_sgRNA_19_2_S103_L001,SRX15542462,SRR19489742
RD7_seq1_RPE1_sgRNA_19_2_S103_L002,SRX15542463,SRR19489741
KD8_seq2_p3_mRNA_90_S91_L004,SRX15542464,SRR19489740
RD7_seq1_RPE1_sgRNA_19_3_S159_L002,SRX15542465,SRR19489739
RD7_seq1_RPE1_sgRNA_19_1_S47_L003,SRX15542466,SRR19489738
RD7_seq1_RPE1_sgRNA_21_1_S49_L003,SRX15542467,SRR19489737
KD8_seq1_p3_sgRNA_90_S91_L003,SRX15542468,SRR19489736
RD7_seq1_RPE1_mRNA_21_1_S21_L003,SRX15542469,SRR19489735
RD7_seq1_RPE1_mRNA_21_3_S133_L004,SRX15542470,SRR19489734
RD7_seq1_RPE1_mRNA_21_4_S189_L003,SRX15542471,SRR19489733
RD7_seq1_RPE1_mRNA_21_4_S189_L002,SRX15542472,SRR19489732
RD7_seq1_RPE1_mRNA_21_1_S21_L001,SRX15542473,SRR19489731
RD7_seq1_RPE1_mRNA_22_1_S22_L002,SRX15542474,SRR19489730
RD7_seq1_RPE1_mRNA_22_4_S190_L004,SRX15542475,SRR19489729
RD7_seq1_RPE1_mRNA_22_1_S22_L003,SRX15542476,SRR19489728
RD7_seq1_RPE1_mRNA_22_2_S78_L004,SRX15542477,SRR19489727
RD7_seq1_RPE1_mRNA_22_1_S22_L001,SRX15542478,SRR19489726
RD7_seq1_RPE1_mRNA_22_4_S190_L001,SRX15542479,SRR19489725
RD7_seq1_RPE1_mRNA_22_2_S78_L002,SRX15542480,SRR19489724
RD7_seq1_RPE1_mRNA_22_3_S134_L001,SRX15542481,SRR19489723
KD8_seq2_p3_sgRNA_90_S91_L004,SRX15542482,SRR19489722
RD7_seq1_RPE1_mRNA_22_2_S78_L003,SRX15542483,SRR19489721
RD7_seq1_RPE1_mRNA_22_3_S134_L003,SRX15542484,SRR19489720
RD7_seq1_RPE1_mRNA_22_4_S190_L003,SRX15542485,SRR19489719
RD7_seq1_RPE1_mRNA_22_3_S134_L002,SRX15542486,SRR19489718
RD7_seq1_RPE1_mRNA_22_1_S22_L004,SRX15542487,SRR19489717
RD7_seq1_RPE1_mRNA_22_4_S190_L002,SRX15542488,SRR19489716
RD7_seq1_RPE1_mRNA_22_2_S78_L001,SRX15542489,SRR19489715
RD7_seq1_RPE1_sgRNA_22_4_S218_L001,SRX15542490,SRR19489714
KD8_seq1_p3_mRNA_91_S92_L003,SRX15542491,SRR19489713
RD7_seq1_RPE1_sgRNA_23_4_S219_L002,SRX15542492,SRR19489712
RD7_seq1_RPE1_sgRNA_23_3_S163_L004,SRX15542493,SRR19489711
RD7_seq1_RPE1_sgRNA_23_1_S51_L004,SRX15542494,SRR19489710
RD7_seq1_RPE1_sgRNA_23_4_S219_L003,SRX15542495,SRR19489709
RD7_seq1_RPE1_sgRNA_23_2_S107_L004,SRX15542496,SRR19489708
RD7_seq1_RPE1_mRNA_24_2_S80_L003,SRX15542497,SRR19489707
RD7_seq1_RPE1_mRNA_24_3_S136_L001,SRX15542498,SRR19489706
RD7_seq1_RPE1_mRNA_24_4_S192_L001,SRX15542499,SRR19489705
RD7_seq1_RPE1_mRNA_24_2_S80_L002,SRX15542500,SRR19489704
RD7_seq1_RPE1_mRNA_24_4_S192_L003,SRX15542501,SRR19489703
KD8_seq1_p3_mRNA_91_S92_L002,SRX15542502,SRR19489702
RD7_seq1_RPE1_mRNA_24_2_S80_L001,SRX15542503,SRR19489701
RD7_seq1_RPE1_mRNA_24_3_S136_L003,SRX15542504,SRR19489700
RD7_seq1_RPE1_mRNA_24_4_S192_L002,SRX15542505,SRR19489699
RD7_seq1_RPE1_mRNA_24_1_S24_L004,SRX15542506,SRR19489698
RD7_seq1_RPE1_mRNA_24_3_S136_L002,SRX15542507,SRR19489697
RD7_seq1_RPE1_mRNA_24_1_S24_L002,SRX15542508,SRR19489696
RD7_seq1_RPE1_mRNA_24_4_S192_L004,SRX15542509,SRR19489695
RD7_seq1_RPE1_sgRNA_23_3_S163_L001,SRX15542510,SRR19489694
RD7_seq1_RPE1_sgRNA_23_2_S107_L001,SRX15542511,SRR19489693
RD7_seq1_RPE1_mRNA_24_2_S80_L004,SRX15542512,SRR19489692
KD8_seq1_p3_mRNA_91_S92_L004,SRX15542513,SRR19489691
RD7_seq1_RPE1_mRNA_24_1_S24_L001,SRX15542514,SRR19489690
RD7_seq1_RPE1_sgRNA_26_4_S222_L004,SRX15542515,SRR19489689
RD7_seq1_RPE1_sgRNA_26_3_S166_L003,SRX15542516,SRR19489688
KD8_seq1_p3_sgRNA_91_S92_L002,SRX15542517,SRR19489687
RD7_seq1_RPE1_sgRNA_26_1_S54_L002,SRX15542518,SRR19489686
RD7_seq1_RPE1_sgRNA_26_1_S54_L001,SRX15542519,SRR19489685
RD7_seq1_RPE1_sgRNA_26_3_S166_L001,SRX15542520,SRR19489684
RD7_seq1_RPE1_sgRNA_26_2_S110_L001,SRX15542521,SRR19489683
RD7_seq1_RPE1_sgRNA_26_4_S222_L001,SRX15542522,SRR19489682
RD7_seq1_RPE1_sgRNA_26_1_S54_L004,SRX15542523,SRR19489681
RD7_seq1_RPE1_sgRNA_26_4_S222_L002,SRX15542524,SRR19489680
RD7_seq1_RPE1_mRNA_26_1_S26_L004,SRX15542525,SRR19489679
RD7_seq1_RPE1_mRNA_26_3_S138_L002,SRX15542526,SRR19489678
RD7_seq1_RPE1_mRNA_26_2_S82_L001,SRX15542527,SRR19489677
RD7_seq1_RPE1_sgRNA_26_2_S110_L003,SRX15542528,SRR19489676
RD7_seq1_RPE1_sgRNA_26_4_S222_L003,SRX15542529,SRR19489675
RD7_seq1_RPE1_sgRNA_26_3_S166_L004,SRX15542530,SRR19489674
RD7_seq1_RPE1_sgRNA_4_4_S200_L004,SRX15542531,SRR19489673
RD7_seq1_RPE1_sgRNA_5_1_S33_L004,SRX15542532,SRR19489672
RD7_seq1_RPE1_sgRNA_5_3_S145_L003,SRX15542533,SRR19489671
RD7_seq1_RPE1_sgRNA_5_4_S201_L004,SRX15542534,SRR19489670
RD7_seq1_RPE1_sgRNA_5_3_S145_L002,SRX15542535,SRR19489669
RD7_seq1_RPE1_sgRNA_5_3_S145_L004,SRX15542536,SRR19489668
KD8_seq2_p3_mRNA_87_S88_L004,SRX15542537,SRR19489667
RD7_seq1_RPE1_sgRNA_5_4_S201_L003,SRX15542538,SRR19489666
RD7_seq1_RPE1_sgRNA_5_1_S33_L001,SRX15542539,SRR19489665
RD7_seq1_RPE1_sgRNA_5_1_S33_L002,SRX15542540,SRR19489664
RD7_seq1_RPE1_sgRNA_5_2_S89_L002,SRX15542541,SRR19489663
RD7_seq1_RPE1_sgRNA_5_4_S201_L001,SRX15542542,SRR19489662
RD7_seq1_RPE1_sgRNA_5_2_S89_L003,SRX15542543,SRR19489661
RD7_seq1_RPE1_sgRNA_5_1_S33_L003,SRX15542544,SRR19489660
RD7_seq1_RPE1_mRNA_6_4_S174_L002,SRX15542545,SRR19489659
KD8_seq1_p3_sgRNA_87_S88_L001,SRX15542546,SRR19489658
RD7_seq1_RPE1_mRNA_6_4_S174_L003,SRX15542547,SRR19489657
RD7_seq1_RPE1_sgRNA_6_2_S90_L003,SRX15542548,SRR19489656
RD7_seq1_RPE1_sgRNA_6_3_S146_L002,SRX15542549,SRR19489655
RD7_seq1_RPE1_mRNA_6_3_S118_L004,SRX15542550,SRR19489654
RD7_seq1_RPE1_mRNA_6_1_S6_L004,SRX15542551,SRR19489653
RD7_seq1_RPE1_mRNA_6_2_S62_L004,SRX15542552,SRR19489652
RD7_seq1_RPE1_mRNA_6_4_S174_L001,SRX15542553,SRR19489651
RD7_seq1_RPE1_mRNA_6_1_S6_L003,SRX15542554,SRR19489650
RD7_seq1_RPE1_mRNA_8_1_S8_L003,SRX15542555,SRR19489649
RD7_seq1_RPE1_mRNA_8_3_S120_L001,SRX15542556,SRR19489648
RD7_seq1_RPE1_mRNA_8_2_S64_L004,SRX15542557,SRR19489647
RD7_seq1_RPE1_mRNA_8_3_S120_L002,SRX15542558,SRR19489646
RD7_seq1_RPE1_mRNA_8_1_S8_L001,SRX15542559,SRR19489645
RD7_seq1_RPE1_mRNA_8_3_S120_L003,SRX15542560,SRR19489644
RD7_seq1_RPE1_mRNA_8_4_S176_L001,SRX15542561,SRR19489643
RD7_seq1_RPE1_sgRNA_7_1_S35_L003,SRX15542562,SRR19489642
RD7_seq1_RPE1_sgRNA_8_2_S92_L001,SRX15542563,SRR19489641
RD7_seq1_RPE1_sgRNA_7_2_S91_L004,SRX15542564,SRR19489640
RD7_seq1_RPE1_sgRNA_8_2_S92_L003,SRX15542565,SRR19489639
RD7_seq1_RPE1_sgRNA_8_3_S148_L004,SRX15542566,SRR19489638
RD7_seq1_RPE1_sgRNA_8_4_S204_L004,SRX15542567,SRR19489637
RD7_seq1_RPE1_sgRNA_8_2_S92_L002,SRX15542568,SRR19489636
RD7_seq1_RPE1_sgRNA_8_3_S148_L002,SRX15542569,SRR19489635
RD7_seq1_RPE1_sgRNA_8_2_S92_L004,SRX15542570,SRR19489634
RD7_seq1_RPE1_sgRNA_8_4_S204_L002,SRX15542571,SRR19489633
RD7_seq1_RPE1_sgRNA_8_3_S148_L003,SRX15542572,SRR19489632
RD7_seq1_RPE1_sgRNA_8_1_S36_L001,SRX15542573,SRR19489631
KD8_seq1_p3_mRNA_88_S89_L002,SRX15542574,SRR19489630
RD7_seq1_RPE1_sgRNA_8_4_S204_L003,SRX15542575,SRR19489629
RD7_seq1_RPE1_sgRNA_8_1_S36_L002,SRX15542576,SRR19489628
RD7_seq1_RPE1_sgRNA_8_4_S204_L001,SRX15542577,SRR19489627
RD7_seq1_RPE1_sgRNA_8_1_S36_L003,SRX15542578,SRR19489626
KD8_seq1_p3_mRNA_86_S87_L001,SRX15542579,SRR19489625
KD8_seq2_p3_sgRNA_92_S93_L004,SRX15542580,SRR19489624
KD8_seq1_p3_mRNA_93_S94_L001,SRX15542581,SRR19489623
KD8_seq1_p3_mRNA_93_S94_L002,SRX15542582,SRR19489622
KD8_seq1_p3_mRNA_93_S94_L003,SRX15542583,SRR19489621
KD8_seq1_p3_mRNA_93_S94_L004,SRX15542584,SRR19489620
KD8_seq2_p3_mRNA_93_S94_L003,SRX15542585,SRR19489619
KD8_seq2_p3_mRNA_93_S94_L002,SRX15542586,SRR19489618
KD8_seq2_p3_mRNA_93_S94_L001,SRX15542587,SRR19489617
KD8_seq2_p3_mRNA_93_S94_L004,SRX15542588,SRR19489616
KD8_seq1_p3_sgRNA_93_S94_L001,SRX15542589,SRR19489615
KD8_seq2_p3_mRNA_86_S87_L004,SRX15542590,SRR19489614
KD8_seq1_p3_sgRNA_93_S94_L002,SRX15542591,SRR19489613
KD8_seq1_p3_sgRNA_93_S94_L003,SRX15542592,SRR19489612
KD8_seq1_p3_sgRNA_93_S94_L004,SRX15542593,SRR19489611
KD8_seq2_p3_sgRNA_93_S94_L001,SRX15542594,SRR19489610
KD8_seq2_p3_sgRNA_93_S94_L003,SRX15542595,SRR19489609
KD8_seq2_p3_sgRNA_93_S94_L002,SRX15542596,SRR19489608
KD8_seq2_p3_sgRNA_93_S94_L004,SRX15542597,SRR19489607
KD8_seq1_p3_mRNA_94_S95_L003,SRX15542598,SRR19489606
KD8_seq1_p3_mRNA_94_S95_L002,SRX15542599,SRR19489605
KD8_seq1_p3_mRNA_94_S95_L001,SRX15542600,SRR19489604
KD8_seq2_p3_mRNA_86_S87_L001,SRX15542601,SRR19489603
KD8_ultima_p1_40_S1_L001,SRX15547660,SRR19495171
KD8_ultima_p1_41_S1_L001,SRX15547661,SRR19495170
KD8_ultima_p1_51_S1_L001,SRX15547662,SRR19495169
KD8_ultima_p2_50_S1_L001,SRX15547663,SRR19495168
KD8_ultima_p2_51_S1_L001,SRX15547664,SRR19495167
KD8_ultima_p2_52_S1_L001,SRX15547665,SRR19495166
KD8_ultima_p2_53_S1_L001,SRX15547666,SRR19495165
KD8_ultima_p2_54_S1_L001,SRX15547667,SRR19495164
KD8_ultima_p2_55_S1_L001,SRX15547668,SRR19495163
KD8_ultima_p2_56_S1_L001,SRX15547669,SRR19495162
KD8_ultima_p2_57_S1_L001,SRX15547670,SRR19495161
KD8_ultima_p2_58_S1_L001,SRX15547671,SRR19495160
KD8_ultima_p2_59_S1_L001,SRX15547672,SRR19495159
KD8_ultima_p1_52_S1_L001,SRX15547673,SRR19495158
KD8_ultima_p2_60_S1_L001,SRX15547674,SRR19495157
KD8_ultima_p2_61_S1_L001,SRX15547675,SRR19495156
KD8_ultima_p2_62_S1_L001,SRX15547676,SRR19495155
KD8_ultima_p2_63_S1_L001,SRX15547677,SRR19495154
KD8_ultima_p2_64_S1_L001,SRX15547678,SRR19495153
KD8_ultima_p2_65_S1_L001,SRX15547679,SRR19495152
KD8_ultima_p2_66_S1_L001,SRX15547680,SRR19495151
KD8_ultima_p2_67_S1_L001,SRX15547681,SRR19495150
KD8_ultima_p2_68_S1_L001,SRX15547682,SRR19495149
KD8_ultima_p2_69_S1_L001,SRX15547683,SRR19495148
KD8_ultima_p1_45_S1_L001,SRX15547684,SRR19495147
KD8_ultima_p1_82_S1_L001,SRX15547685,SRR19495146
KD8_ultima_p1_83_S1_L001,SRX15547686,SRR19495145
KD8_ultima_p1_84_S1_L001,SRX15547687,SRR19495144
KD8_ultima_p1_85_S1_L001,SRX15547688,SRR19495143
KD8_ultima_p1_86_S1_L001,SRX15547689,SRR19495142
KD8_ultima_p1_87_S1_L001,SRX15547690,SRR19495141
KD8_ultima_p1_89_S1_L001,SRX15547691,SRR19495140
KD8_ultima_p1_91_S1_L001,SRX15547692,SRR19495139
KD8_ultima_p1_92_S1_L001,SRX15547693,SRR19495138
KD8_ultima_p1_93_S1_L001,SRX15547694,SRR19495137
KD8_ultima_p1_46_S1_L001,SRX15547695,SRR19495136
KD8_ultima_p1_94_S1_L001,SRX15547696,SRR19495135
KD8_ultima_p1_95_S1_L001,SRX15547697,SRR19495134
KD8_ultima_p2_0_S1_L001,SRX15547698,SRR19495133
KD8_ultima_p2_1_S1_L001,SRX15547699,SRR19495132
KD8_ultima_p2_2_S1_L001,SRX15547700,SRR19495131
KD8_ultima_p2_3_S1_L001,SRX15547701,SRR19495130
KD8_ultima_p2_4_S1_L001,SRX15547702,SRR19495129
KD8_ultima_p2_5_S1_L001,SRX15547703,SRR19495128
KD8_ultima_p2_6_S1_L001,SRX15547704,SRR19495127
KD8_ultima_p2_7_S1_L001,SRX15547705,SRR19495126
KD8_ultima_p1_47_S1_L001,SRX15547706,SRR19495125
KD8_ultima_p2_8_S1_L001,SRX15547707,SRR19495124
KD8_ultima_p2_31_S1_L001,SRX15547708,SRR19495123
KD8_ultima_p2_32_S1_L001,SRX15547709,SRR19495122
KD8_ultima_p2_33_S1_L001,SRX15547710,SRR19495121
KD8_ultima_p2_34_S1_L001,SRX15547711,SRR19495120
KD8_ultima_p2_35_S1_L001,SRX15547712,SRR19495119
KD8_ultima_p2_36_S1_L001,SRX15547713,SRR19495118
KD8_ultima_p2_37_S1_L001,SRX15547714,SRR19495117
KD8_ultima_p1_50_S1_L001,SRX15547715,SRR19495116
KD8_ultima_p2_38_S1_L001,SRX15547716,SRR19495115
KD8_ultima_p2_40_S1_L001,SRX15547717,SRR19495114
KD8_ultima_p2_41_S1_L001,SRX15547718,SRR19495113
KD8_ultima_p2_42_S1_L001,SRX15547719,SRR19495112
KD8_ultima_p2_43_S1_L001,SRX15547720,SRR19495111
KD8_ultima_p2_44_S1_L001,SRX15547721,SRR19495110
KD8_ultima_p2_46_S1_L001,SRX15547722,SRR19495109
KD8_ultima_p2_47_S1_L001,SRX15547723,SRR19495108
KD8_ultima_p2_48_S1_L001,SRX15547724,SRR19495107
KD8_ultima_p2_49_S1_L001,SRX15547725,SRR19495106
KD8_ultima_p1_53_S1_L001,SRX15547726,SRR19495105
KD8_ultima_p2_70_S1_L001,SRX15547727,SRR19495104
KD8_ultima_p2_71_S1_L001,SRX15547728,SRR19495103
KD8_ultima_p2_72_S1_L001,SRX15547729,SRR19495102
KD8_ultima_p2_73_S1_L001,SRX15547730,SRR19495101
KD8_ultima_p2_74_S1_L001,SRX15547731,SRR19495100
KD8_ultima_p2_75_S1_L001,SRX15547732,SRR19495099
KD8_ultima_p2_76_S1_L001,SRX15547733,SRR19495098
KD8_ultima_p2_77_S1_L001,SRX15547734,SRR19495097
KD8_ultima_p2_78_S1_L001,SRX15547735,SRR19495096
KD8_ultima_p2_80_S1_L001,SRX15547736,SRR19495095
KD8_ultima_p1_54_S1_L001,SRX15547737,SRR19495094
KD8_ultima_p2_81_S1_L001,SRX15547738,SRR19495093
KD8_ultima_p2_82_S1_L001,SRX15547739,SRR19495092
KD8_ultima_p2_83_S1_L001,SRX15547740,SRR19495091
KD8_ultima_p2_84_S1_L001,SRX15547741,SRR19495090
KD8_ultima_p2_85_S1_L001,SRX15547742,SRR19495089
KD8_ultima_p2_86_S1_L001,SRX15547743,SRR19495088
KD8_ultima_p2_87_S1_L001,SRX15547744,SRR19495087
KD8_ultima_p2_88_S1_L001,SRX15547745,SRR19495086
KD8_ultima_p2_89_S1_L001,SRX15547746,SRR19495085
KD8_ultima_p2_92_S1_L001,SRX15547747,SRR19495084
KD8_ultima_p1_55_S1_L001,SRX15547748,SRR19495083
KD8_ultima_p2_93_S1_L001,SRX15547749,SRR19495082
KD8_ultima_p2_94_S1_L001,SRX15547750,SRR19495081
KD8_ultima_p2_95_S1_L001,SRX15547751,SRR19495080
KD8_ultima_p3_0_S1_L001,SRX15547752,SRR19495079
KD8_ultima_p3_1_S1_L001,SRX15547753,SRR19495078
KD8_ultima_p3_2_S1_L001,SRX15547754,SRR19495077
KD8_ultima_p3_3_S1_L001,SRX15547755,SRR19495076
KD8_ultima_p3_4_S1_L001,SRX15547756,SRR19495075
KD8_ultima_p3_5_S1_L001,SRX15547757,SRR19495074
KD8_ultima_p3_6_S1_L001,SRX15547758,SRR19495073
KD8_ultima_p1_56_S1_L001,SRX15547759,SRR19495072
KD8_ultima_p3_7_S1_L001,SRX15547760,SRR19495071
KD8_ultima_p3_8_S1_L001,SRX15547761,SRR19495070
KD8_ultima_p3_9_S1_L001,SRX15547762,SRR19495069
KD8_ultima_p3_10_S1_L001,SRX15547763,SRR19495068
KD8_ultima_p3_11_S1_L001,SRX15547764,SRR19495067
KD8_ultima_p3_12_S1_L001,SRX15547765,SRR19495066
KD8_ultima_p3_13_S1_L001,SRX15547766,SRR19495065
KD8_ultima_p3_14_S1_L001,SRX15547767,SRR19495064
KD8_ultima_p3_15_S1_L001,SRX15547768,SRR19495063
KD8_ultima_p3_16_S1_L001,SRX15547769,SRR19495062
KD8_ultima_p1_57_S1_L001,SRX15547770,SRR19495061
KD8_ultima_p3_17_S1_L001,SRX15547771,SRR19495060
KD8_ultima_p3_18_S1_L001,SRX15547772,SRR19495059
KD8_ultima_p3_19_S1_L001,SRX15547773,SRR19495058
KD8_ultima_p3_21_S1_L001,SRX15547774,SRR19495057
KD8_ultima_p3_22_S1_L001,SRX15547775,SRR19495056
KD8_ultima_p3_23_S1_L001,SRX15547776,SRR19495055
KD8_ultima_p3_24_S1_L001,SRX15547777,SRR19495054
KD8_ultima_p3_25_S1_L001,SRX15547778,SRR19495053
KD8_ultima_p3_26_S1_L001,SRX15547779,SRR19495052
KD8_ultima_p3_27_S1_L001,SRX15547780,SRR19495051
KD8_ultima_p1_58_S1_L001,SRX15547781,SRR19495050
KD8_ultima_p3_28_S1_L001,SRX15547782,SRR19495049
KD8_ultima_p3_29_S1_L001,SRX15547783,SRR19495048
KD8_ultima_p3_30_S1_L001,SRX15547784,SRR19495047
KD8_ultima_p3_31_S1_L001,SRX15547785,SRR19495046
KD8_ultima_p3_32_S1_L001,SRX15547786,SRR19495045
KD8_ultima_p3_33_S1_L001,SRX15547787,SRR19495044
KD8_ultima_p3_34_S1_L001,SRX15547788,SRR19495043
KD8_ultima_p3_35_S1_L001,SRX15547789,SRR19495042
KD8_ultima_p3_36_S1_L001,SRX15547790,SRR19495041
KD8_ultima_p3_37_S1_L001,SRX15547791,SRR19495040
KD8_ultima_p1_59_S1_L001,SRX15547792,SRR19495039
KD8_ultima_p3_39_S1_L001,SRX15547793,SRR19495038
KD8_ultima_p3_40_S1_L001,SRX15547794,SRR19495037
KD8_ultima_p3_41_S1_L001,SRX15547795,SRR19495036
KD8_ultima_p3_42_S1_L001,SRX15547796,SRR19495035
KD8_ultima_p3_43_S1_L001,SRX15547797,SRR19495034
KD8_ultima_p3_89_S1_L001,SRX15547798,SRR19495033
KD8_ultima_p3_91_S1_L001,SRX15547799,SRR19495032
KD8_ultima_p1_64_S1_L001,SRX15547800,SRR19495031
KD8_ultima_p3_92_S1_L001,SRX15547801,SRR19495030
KD8_ultima_p3_93_S1_L001,SRX15547802,SRR19495029
KD8_ultima_p3_94_S1_L001,SRX15547803,SRR19495028
KD8_ultima_p3_95_S1_L001,SRX15547804,SRR19495027
KD8_ultima_p1_66_S1_L001,SRX15547805,SRR19495026
KD8_ultima_p1_67_S1_L001,SRX15547806,SRR19495025
KD8_ultima_p1_68_S1_L001,SRX15547807,SRR19495024
KD8_ultima_p1_69_S1_L001,SRX15547808,SRR19495023
KD8_ultima_p1_70_S1_L001,SRX15547809,SRR19495022
KD8_ultima_p1_71_S1_L001,SRX15547810,SRR19495021
KD8_ultima_p1_44_S1_L001,SRX15547811,SRR19495020
KD8_ultima_p1_72_S1_L001,SRX15547812,SRR19495019
KD8_ultima_p1_73_S1_L001,SRX15547813,SRR19495018
KD8_ultima_p1_74_S1_L001,SRX15547814,SRR19495017
KD8_ultima_p1_75_S1_L001,SRX15547815,SRR19495016
KD8_ultima_p1_76_S1_L001,SRX15547816,SRR19495015
KD8_ultima_p1_77_S1_L001,SRX15547817,SRR19495014
KD8_ultima_p1_78_S1_L001,SRX15547818,SRR19495013
KD8_ultima_p1_79_S1_L001,SRX15547819,SRR19495012
KD8_ultima_p1_80_S1_L001,SRX15547820,SRR19495011
KD8_ultima_p1_81_S1_L001,SRX15547821,SRR19495010
KD8_ultima_p3_44_S1_L001,SRX15547822,SRR19495009
KD8_ultima_p3_45_S1_L001,SRX15547823,SRR19495008
KD8_ultima_p3_47_S1_L001,SRX15547824,SRR19495007
KD8_ultima_p3_48_S1_L001,SRX15547825,SRR19495006
KD8_ultima_p3_49_S1_L001,SRX15547826,SRR19495005
KD8_ultima_p1_60_S1_L001,SRX15547827,SRR19495004
KD8_ultima_p3_50_S1_L001,SRX15547828,SRR19495003
KD8_ultima_p3_51_S1_L001,SRX15547829,SRR19495002
KD8_ultima_p3_52_S1_L001,SRX15547830,SRR19495001
KD8_ultima_p3_53_S1_L001,SRX15547831,SRR19495000
KD8_ultima_p3_54_S1_L001,SRX15547832,SRR19494999
KD8_ultima_p3_55_S1_L001,SRX15547833,SRR19494998
KD8_ultima_p3_56_S1_L001,SRX15547834,SRR19494997
KD8_ultima_p3_57_S1_L001,SRX15547835,SRR19494996
KD8_ultima_p3_58_S1_L001,SRX15547836,SRR19494995
KD8_ultima_p3_59_S1_L001,SRX15547837,SRR19494994
KD8_ultima_p1_42_S1_L001,SRX15547838,SRR19494993
KD8_ultima_p1_61_S1_L001,SRX15547839,SRR19494992
KD8_ultima_p3_60_S1_L001,SRX15547840,SRR19494991
KD8_ultima_p3_61_S1_L001,SRX15547841,SRR19494990
KD8_ultima_p3_62_S1_L001,SRX15547842,SRR19494989
KD8_ultima_p3_63_S1_L001,SRX15547843,SRR19494988
KD8_ultima_p3_65_S1_L001,SRX15547844,SRR19494987
KD8_ultima_p3_66_S1_L001,SRX15547845,SRR19494986
KD8_ultima_p3_67_S1_L001,SRX15547846,SRR19494985
KD8_ultima_p3_68_S1_L001,SRX15547847,SRR19494984
KD8_ultima_p3_69_S1_L001,SRX15547848,SRR19494983
KD8_ultima_p3_70_S1_L001,SRX15547849,SRR19494982
KD8_ultima_p1_62_S1_L001,SRX15547850,SRR19494981
KD8_ultima_p3_71_S1_L001,SRX15547851,SRR19494980
KD8_ultima_p3_72_S1_L001,SRX15547852,SRR19494979
KD8_ultima_p3_73_S1_L001,SRX15547853,SRR19494978
KD8_ultima_p3_74_S1_L001,SRX15547854,SRR19494977
KD8_ultima_p3_75_S1_L001,SRX15547855,SRR19494976
KD8_ultima_p3_76_S1_L001,SRX15547856,SRR19494975
KD8_ultima_p3_77_S1_L001,SRX15547857,SRR19494974
KD8_ultima_p3_78_S1_L001,SRX15547858,SRR19494973
KD8_ultima_p3_79_S1_L001,SRX15547859,SRR19494972
KD8_ultima_p3_80_S1_L001,SRX15547860,SRR19494971
KD8_ultima_p1_63_S1_L001,SRX15547861,SRR19494970
KD8_ultima_p3_81_S1_L001,SRX15547862,SRR19494969
KD8_ultima_p3_82_S1_L001,SRX15547863,SRR19494968
KD8_ultima_p3_83_S1_L001,SRX15547864,SRR19494967
KD8_ultima_p3_84_S1_L001,SRX15547865,SRR19494966
KD8_ultima_p3_85_S1_L001,SRX15547866,SRR19494965
KD8_ultima_p3_86_S1_L001,SRX15547867,SRR19494964
KD8_ultima_p3_87_S1_L001,SRX15547868,SRR19494963
KD8_ultima_p3_88_S1_L001,SRX15547869,SRR19494962
KD8_ultima_p2_9_S1_L001,SRX15547870,SRR19494961
KD8_ultima_p2_10_S1_L001,SRX15547871,SRR19494960
KD8_ultima_p2_11_S1_L001,SRX15547872,SRR19494959
